date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,stringency_index,serial
2021-09-19,1226008.0,2167.0,27246.0,40.0,0.8,55027.0,18852460.0,0.0482,20.8,73831778.0,54919437.0,24376310.0,58.8,554
2021-09-20,1227905.0,1897.0,27327.0,81.0,0.79,51348.0,18903808.0,0.0466,21.4,74837117.0,55490525.0,24868018.0,58.8,555
2021-09-21,1230238.0,2333.0,27374.0,47.0,0.79,46231.0,18950039.0,0.0457,21.9,0.0,0.0,0.0,58.8,556
2021-09-22,1232595.0,2357.0,27432.0,58.0,0.78,51139.0,19001178.0,0.0447,22.4,76141484.0,56229457.0,25493964.0,58.8,557
2021-09-23,1234828.0,2233.0,27482.0,50.0,0.78,48151.0,19049329.0,0.0439,22.8,0.0,0.0,0.0,58.8,558
2021-09-24,1236888.0,2060.0,27524.0,42.0,0.77,52788.0,19102117.0,0.0432,23.1,0.0,0.0,0.0,58.8,559
2021-09-25,1238668.0,1780.0,27566.0,42.0,0.76,44958.0,19147075.0,0.0424,23.6,0.0,0.0,0.0,58.8,560
2021-09-26,1240425.0,1757.0,27597.0,31.0,0.76,44712.0,19191787.0,0.0425,23.5,0.0,0.0,0.0,50.46,561
2021-09-27,1241825.0,1400.0,27638.0,41.0,0.75,48732.0,19240519.0,0.0413,24.2,79533208.0,57897219.0,27331678.0,50.46,562
2021-09-28,1243385.0,1560.0,27690.0,52.0,0.75,44116.0,19284635.0,0.0393,25.5,80508569.0,58405873.0,27405873.0,50.46,563
2021-09-29,1245127.0,1742.0,27729.0,39.0,0.75,48836.0,19333471.0,0.0377,26.5,0.0,0.0,0.0,50.46,564
2021-09-30,1246538.0,1411.0,27785.0,56.0,0.75,52635.0,19386106.0,0.0348,28.8,82830350.0,59565195.0,29054821.0,50.46,565
2021-10-01,1248202.0,1664.0,27831.0,46.0,0.76,0.0,0.0,0.0338,29.6,0.0,0.0,0.0,47.69,566
2021-10-02,1249858.0,1656.0,27866.0,35.0,0.76,0.0,19486951.0,0.0329,30.4,0.0,0.0,0.0,47.69,567
2021-10-03,1251348.0,1490.0,27893.0,27.0,0.75,0.0,0.0,0.0315,31.7,0.0,0.0,0.0,47.69,568
2021-10-04,1252656.0,1308.0,27947.0,54.0,0.74,0.0,19590145.0,0.031,32.3,86630655.0,61538995.0,31020211.0,47.69,569
2021-10-05,1253868.0,1212.0,27986.0,39.0,0.73,48907.0,19639052.0,0.0296,33.8,87741079.0,62076090.0,31632731.0,47.69,570
2021-10-06,1255321.0,1453.0,28032.0,46.0,0.72,46477.0,19685529.0,0.029,34.5,0.0,0.0,0.0,47.69,571
2021-10-07,1256233.0,912.0,28058.0,26.0,0.7,51343.0,19736872.0,0.0276,36.2,89719686.0,63046740.0,32723061.0,47.69,572
2021-10-08,1257188.0,955.0,28087.0,29.0,0.7,45619.0,19782491.0,0.026,38.5,0.0,0.0,0.0,47.69,573
2021-10-09,1258015.0,827.0,28106.0,19.0,0.7,44557.0,19827048.0,0.024,41.7,0.0,0.0,0.0,47.69,574
2021-10-10,1258959.0,944.0,28134.0,28.0,0.71,40584.0,19867632.0,0.0231,43.2,0.0,0.0,0.0,47.69,575
2021-10-11,1259648.0,689.0,28152.0,18.0,0.71,43389.0,19911021.0,0.0218,45.9,92597193.0,64463928.0,34299139.0,47.69,576
2021-10-12,1260669.0,1021.0,28173.0,21.0,0.72,42476.0,19953497.0,0.0216,46.2,93551193.0,64947702.0,34809848.0,50.46,577
2021-10-13,1261685.0,1016.0,28201.0,28.0,0.73,43578.0,19997075.0,0.0204,49.0,0.0,0.0,0.0,50.46,578
2021-10-14,1262771.0,1086.0,28228.0,27.0,0.73,47934.0,20045009.0,0.0212,47.1,0.0,0.0,0.0,50.46,579
2021-10-15,1263664.0,893.0,28252.0,24.0,0.73,53590.0,20098599.0,0.0205,48.8,0.0,0.0,0.0,50.46,580
2021-10-16,1264384.0,720.0,28269.0,17.0,0.72,0.0,0.0,0.0201,49.8,0.0,0.0,0.0,50.46,581
2021-10-17,1265047.0,663.0,28280.0,11.0,0.71,0.0,0.0,0.0189,53.0,0.0,0.0,0.0,45.37,582
2021-10-18,1265650.0,603.0,28300.0,20.0,0.71,0.0,20235921.0,0.0185,54.1,0.0,0.0,0.0,45.37,583
2021-10-19,1266204.0,554.0,28312.0,12.0,0.71,43776.0,20279697.0,0.017,58.9,0.0,0.0,0.0,45.37,584
2021-10-20,1266826.0,622.0,28328.0,16.0,0.72,42126.0,20321823.0,0.0158,63.2,98607708.0,67580193.0,37468751.0,45.37,585
2021-10-21,1267393.0,567.0,28344.0,16.0,0.74,44334.0,20366157.0,0.0144,69.5,99335067.0,67956040.0,37855681.0,45.37,586
2021-10-22,1267945.0,552.0,28359.0,15.0,0.75,39200.0,20405357.0,0.014,71.7,0.0,0.0,0.0,45.37,587
2021-10-23,1268536.0,591.0,28377.0,18.0,0.78,0.0,0.0,0.0137,72.8,100741762.0,68666464.0,38596890.0,45.37,588
2021-10-24,1269234.0,698.0,28386.0,9.0,0.8,0.0,20488058.0,0.0141,71.2,0.0,0.0,0.0,45.37,589
2021-10-25,1269806.0,572.0,28392.0,6.0,0.81,42095.0,20530153.0,0.0141,70.8,0.0,0.0,0.0,45.37,590
2021-10-26,1270322.0,516.0,28405.0,13.0,0.82,42096.0,20572249.0,0.0141,71.0,102067945.0,69341110.0,39303110.0,39.81,591
2021-10-27,1271027.0,705.0,28414.0,9.0,0.84,38432.0,20610681.0,0.0145,68.8,0.0,0.0,0.0,39.81,592
2021-10-28,1271687.0,660.0,28431.0,17.0,0.85,49486.0,20660167.0,0.0146,68.5,103514198.0,70139040.0,40016932.0,39.81,593
2021-10-29,1272345.0,658.0,28439.0,8.0,0.86,45121.0,20705288.0,0.0147,68.2,0.0,0.0,0.0,39.81,594
2021-10-30,1273078.0,733.0,28449.0,10.0,0.86,0.0,0.0,0.015,66.8,0.0,0.0,0.0,39.81,595
2021-10-31,1273560.0,482.0,28456.0,7.0,0.85,0.0,0.0,0.0141,70.9,0.0,0.0,0.0,39.81,596
2021-11-01,1274017.0,457.0,28466.0,10.0,0.84,0.0,20839791.0,0.0136,73.5,105881931.0,71328306.0,41319385.0,44.91,597
2021-11-02,1274578.0,561.0,28477.0,11.0,0.84,39296.0,20879087.0,0.0139,72.1,106984156.0,71907993.0,41902093.0,44.91,598
2021-11-03,1275158.0,580.0,28496.0,19.0,0.84,43914.0,20923001.0,0.0132,75.6,0.0,0.0,0.0,44.91,599
2021-11-04,1275673.0,515.0,28507.0,11.0,0.84,43899.0,20966900.0,0.013,77.0,109586984.0,73315751.0,43231870.0,44.91,600
2021-11-05,1276240.0,567.0,28518.0,11.0,0.84,44148.0,21011048.0,0.0127,78.5,110800576.0,73979036.0,43849554.0,44.91,601
2021-11-06,1276711.0,471.0,28538.0,20.0,0.84,46918.0,21057966.0,0.0118,84.7,0.0,0.0,0.0,44.91,602
2021-11-07,1277160.0,449.0,28547.0,9.0,0.83,43348.0,21101314.0,0.0118,85.1,111967455.0,74621225.0,44431071.0,44.91,603
2021-11-08,1277560.0,400.0,28558.0,11.0,0.83,41709.0,21143023.0,0.0117,85.6,113188078.0,75278560.0,45084862.0,44.91,604
2021-11-09,1278114.0,554.0,28566.0,8.0,0.82,42373.0,21185396.0,0.0115,86.6,114891170.0,76139355.0,45986932.0,44.91,605
2021-11-10,1278751.0,637.0,28575.0,9.0,0.81,46128.0,21231524.0,0.0116,85.9,116131086.0,76784188.0,46660734.0,44.91,606
2021-11-11,1279142.0,391.0,28584.0,9.0,0.78,48882.0,21280406.0,0.0111,90.4,117243931.0,77343569.0,47231914.0,44.91,607
2021-11-12,1279373.0,231.0,28595.0,11.0,0.76,38524.0,21318930.0,0.0102,98.3,118333360.0,77877215.0,47804912.0,44.91,608
2021-11-13,1279373.0,0.0,28595.0,0.0,0.76,0.0,0.0,0.009,110.6,0.0,0.0,0.0,44.91,609
2021-11-14,1279876.0,503.0,28612.0,17.0,0.79,0.0,0.0,0.0096,104.7,119035991.0,78215285.0,48185021.0,44.91,610
2021-11-15,1280092.0,216.0,28618.0,6.0,0.8,0.0,21419025.0,0.0092,109.0,119436714.0,78406714.0,48408374.0,44.91,611
2021-11-16,1280362.0,270.0,28628.0,10.0,0.82,33435.0,21452460.0,0.0084,118.8,119738546.0,78534263.0,48600660.0,44.91,612
2021-11-17,1280822.0,460.0,28638.0,10.0,0.85,0.0,0.0,0.008,124.3,120003443.0,78654489.0,48749422.0,44.91,613
2021-11-18,1281240.0,418.0,28648.0,10.0,0.86,0.0,21525597.0,0.0086,116.9,120233579.0,78747199.0,48890845.0,44.91,614
2021-11-19,1281559.0,319.0,28655.0,7.0,0.87,40141.0,21565738.0,0.0089,112.9,120448598.0,78845170.0,49010906.0,44.91,615
2021-11-20,1281872.0,313.0,28659.0,4.0,0.88,0.0,0.0,0.0099,101.3,0.0,0.0,0.0,44.91,616
2021-11-21,1282195.0,323.0,28663.0,4.0,0.89,0.0,21644957.0,0.0089,111.8,0.0,0.0,0.0,44.91,617
2021-11-22,1282510.0,315.0,28668.0,5.0,0.9,0.0,0.0,0.0092,108.5,121158338.0,79232745.0,49343712.0,44.91,618
2021-11-23,1282860.0,350.0,28677.0,9.0,0.91,0.0,21717637.0,0.0094,106.2,121470994.0,79407984.0,49483995.0,44.91,619
2021-11-24,1283223.0,363.0,28690.0,13.0,0.92,38038.0,21755675.0,0.009,111.1,121777985.0,79587750.0,49613535.0,44.91,620
2021-11-25,1283475.0,252.0,28697.0,7.0,0.93,41240.0,21796915.0,0.0082,121.4,0.0,0.0,0.0,44.91,621
2021-11-26,1283886.0,411.0,28704.0,7.0,0.95,35176.0,21832091.0,0.0087,114.5,122319215.0,79903178.0,49844419.0,44.91,622
2021-11-27,1284189.0,303.0,28709.0,5.0,0.96,44598.0,21876689.0,0.0085,117.1,0.0,0.0,0.0,44.91,623
2021-11-28,1284365.0,176.0,28718.0,9.0,0.97,0.0,0.0,0.0081,123.5,122561478.0,79999013.0,49954582.0,44.91,624
2021-11-29,1284840.0,475.0,28728.0,10.0,1.01,0.0,0.0,0.0087,115.1,123032063.0,80284860.0,50184100.0,43.06,625
2021-11-30,1285254.0,414.0,28737.0,9.0,1.01,0.0,21985775.0,0.0089,112.0,0.0,0.0,0.0,43.06,626
2021-12-01,1285631.0,377.0,28745.0,8.0,1.0,42381.0,22028156.0,0.0088,113.2,124054300.0,80779778.0,50735744.0,43.06,627
2021-12-02,1286022.0,391.0,28753.0,8.0,1.0,44137.0,22072293.0,0.0092,108.1,124760553.0,81076341.0,51163078.0,43.06,628
2021-12-03,1286453.0,431.0,28761.0,8.0,1.0,46457.0,22118750.0,0.009,111.7,0.0,0.0,0.0,43.06,629
2021-12-04,1286825.0,372.0,28767.0,6.0,0.98,0.0,0.0,0.0091,109.4,0.0,0.0,0.0,43.06,630
2021-12-05,1287161.0,336.0,28777.0,10.0,0.97,0.0,22211141.0,0.0094,106.6,126586512.0,81806077.0,52303524.0,43.06,631
2021-12-06,1287393.0,232.0,28784.0,7.0,0.95,41201.0,22252342.0,0.0084,118.7,127706528.0,82224088.0,53031529.0,54.17,632
2021-12-07,1287703.0,310.0,28793.0,9.0,0.95,0.0,0.0,0.0079,126.5,0.0,0.0,0.0,54.17,633
2021-12-08,1288053.0,350.0,28803.0,10.0,0.95,0.0,22338650.0,0.0078,128.2,130107583.0,83180958.0,54556748.0,54.17,634
2021-12-09,1288366.0,313.0,28812.0,9.0,0.95,0.0,0.0,0.0075,132.8,131311097.0,83679855.0,55309570.0,54.17,635
2021-12-10,1288761.0,395.0,28823.0,11.0,0.95,0.0,22428325.0,0.0075,134.1,132638510.0,84243233.0,56119999.0,54.17,636
2021-12-11,1289049.0,288.0,28830.0,7.0,0.95,50859.0,22479184.0,0.0071,141.3,0.0,0.0,0.0,54.17,637
2021-12-12,1289293.0,244.0,28836.0,6.0,0.95,46006.0,22525190.0,0.0068,147.3,133901703.0,84783151.0,56861225.0,54.17,638
2021-12-13,1289543.0,250.0,28839.0,3.0,0.96,39387.0,22564577.0,0.0069,145.2,134818017.0,85208104.0,57364128.0,54.17,639
2021-12-14,1289913.0,370.0,28843.0,4.0,0.97,36854.0,22601431.0,0.0072,138.4,135923461.0,85736920.0,57979552.0,54.17,640
2021-12-15,1290214.0,301.0,28849.0,6.0,0.97,44699.0,22646130.0,0.007,142.3,137120270.0,86333973.0,58685427.0,54.17,641
2021-12-16,1290491.0,277.0,28863.0,14.0,0.98,42895.0,22689025.0,0.007,143.8,138365328.0,86968178.0,59361468.0,54.17,642
2021-12-17,1290491.0,0.0,28863.0,0.0,1.0,41927.0,22730952.0,0.0057,174.9,0.0,0.0,0.0,54.17,643
2021-12-18,1291108.0,617.0,28872.0,9.0,1.07,47903.0,22778855.0,0.0069,145.5,0.0,0.0,0.0,54.17,644
2021-12-19,1291467.0,359.0,28878.0,6.0,1.08,42640.0,22821495.0,0.0073,136.3,141509339.0,88492869.0,61084339.0,54.17,645
2021-12-20,1291737.0,270.0,28882.0,4.0,1.08,43242.0,22864737.0,0.0073,136.8,142713705.0,89091860.0,61761440.0,54.17,646
2021-12-21,1292047.0,310.0,28892.0,10.0,1.08,42506.0,22907243.0,0.007,143.3,144064235.0,89792114.0,62547553.0,54.17,647
2021-12-22,1292406.0,359.0,28894.0,2.0,1.09,46991.0,22954234.0,0.0071,140.6,145453360.0,90529877.0,63382390.0,54.17,648
2021-12-23,1292728.0,322.0,28898.0,4.0,1.11,46564.0,23000798.0,0.0072,139.4,0.0,0.0,0.0,54.17,649
2021-12-24,1293081.0,353.0,28905.0,7.0,1.13,47811.0,23048609.0,0.0082,122.6,148265690.0,92086806.0,65149948.0,54.17,650
2021-12-25,1293440.0,359.0,28907.0,2.0,1.15,48148.0,23096757.0,0.0073,136.3,0.0,0.0,0.0,54.17,651
2021-12-26,1293715.0,275.0,28909.0,2.0,1.19,52050.0,23148807.0,0.0069,145.6,0.0,0.0,0.0,54.17,652
2021-12-27,1294031.0,316.0,28912.0,3.0,1.23,40531.0,23189338.0,0.0071,141.5,151951087.0,94261625.0,0.0,54.17,653
2021-12-28,1294379.0,348.0,28918.0,6.0,1.28,0.0,0.0,0.0072,139.1,153477237.0,95159489.0,68508472.0,54.17,654
2021-12-29,1294861.0,482.0,28921.0,3.0,1.34,0.0,23273887.0,0.0077,130.2,0.0,0.0,0.0,54.17,655
2021-12-30,1295376.0,515.0,28927.0,6.0,1.4,50662.0,23324549.0,0.0082,122.3,156623021.0,96980678.0,70576467.0,54.17,656
2021-12-31,1295933.0,557.0,28933.0,6.0,1.45,47856.0,23372405.0,0.0088,113.5,0.0,0.0,0.0,54.17,657
2022-01-01,1296527.0,594.0,28941.0,8.0,1.51,51141.0,23423546.0,0.0094,105.9,0.0,0.0,0.0,54.17,658
2022-01-02,1297235.0,708.0,28943.0,2.0,1.57,45585.0,23469131.0,0.011,91.0,0.0,0.0,0.0,54.17,659
2022-01-03,1297865.0,630.0,28945.0,2.0,1.62,45643.0,23514774.0,0.0118,84.9,159058469.0,98201766.0,72060508.0,54.17,660
2022-01-04,1298763.0,898.0,28950.0,5.0,1.68,44198.0,23558972.0,0.0134,74.7,159900613.0,98560854.0,72546719.0,54.17,661
2022-01-05,1299848.0,1085.0,28955.0,5.0,1.72,49673.0,23608645.0,0.0149,67.1,160651005.0,98863864.0,72995114.0,54.17,662
2022-01-06,1301141.0,1293.0,28961.0,6.0,1.76,46585.0,23655230.0,0.0174,57.4,161409693.0,99144159.0,73484322.0,54.17,663
2022-01-07,1302486.0,1345.0,28962.0,1.0,1.79,51145.0,23706375.0,0.0196,51.0,162115885.0,99454273.0,73862234.0,54.17,664
2022-01-08,1304058.0,1572.0,28969.0,7.0,1.81,46537.0,23752912.0,0.0229,43.7,0.0,0.0,0.0,54.17,665
2022-01-09,1305707.0,1649.0,28972.0,3.0,1.84,49658.0,23802570.0,0.0254,39.4,0.0,0.0,0.0,54.17,666
2022-01-10,1307174.0,1467.0,28974.0,2.0,1.86,45002.0,23847572.0,0.028,35.8,0.0,0.0,0.0,54.17,667
2022-01-11,1309248.0,2074.0,28987.0,13.0,1.89,0.0,0.0,0.0315,31.7,163648656.0,100410291.0,75225220.0,54.17,668
2022-01-12,1312267.0,3019.0,28992.0,5.0,1.92,0.0,23935232.0,0.038,26.3,165296972.0,100797079.0,75686387.0,54.17,669
2022-01-13,1315834.0,3567.0,28999.0,7.0,1.93,49270.0,23984502.0,0.0446,22.4,166083807.0,101124956.0,76162035.0,54.17,670
2022-01-14,1320120.0,4286.0,29003.0,4.0,1.92,48449.0,24032951.0,0.054,18.5,166837089.0,101457925.0,76649649.0,54.17,671
2022-01-15,1324147.0,4027.0,29012.0,9.0,1.88,52522.0,24085473.0,0.0604,16.6,0.0,0.0,0.0,54.17,672
2022-01-16,1328487.0,4340.0,29019.0,7.0,1.85,51236.0,24136709.0,0.0682,14.7,0.0,0.0,0.0,54.17,673
2022-01-17,1333521.0,5034.0,29029.0,10.0,1.82,49799.0,24186508.0,0.0777,12.9,168365369.0,102107155.0,77485124.0,54.17,674
2022-01-18,1338993.0,5472.0,29037.0,8.0,1.77,53253.0,24239761.0,0.0854,11.7,169131246.0,102396649.0,77932013.0,54.17,675
2022-01-19,1345801.0,6808.0,29042.0,5.0,1.72,57669.0,24297430.0,0.0926,10.8,169925841.0,102688959.0,78389942.0,54.17,676
2022-01-20,1353479.0,7678.0,29065.0,23.0,1.66,58943.0,24356373.0,0.1012,9.9,170711868.0,102975552.0,78860543.0,65.28,677
2022-01-21,1360019.0,6540.0,29077.0,12.0,1.59,59343.0,24415716.0,0.1042,9.6,0.0,0.0,0.0,65.28,678
2022-01-22,1367605.0,7586.0,29097.0,20.0,1.53,58902.0,24474618.0,0.1117,9.0,0.0,0.0,0.0,65.28,679
2022-01-23,1374800.0,7195.0,29105.0,8.0,1.47,58334.0,24532952.0,0.1169,8.6,0.0,0.0,0.0,65.28,680
2022-01-24,1381152.0,6352.0,29122.0,17.0,1.4,0.0,0.0,0.1191,8.4,172836036.0,103805835.0,80041973.0,65.28,681
2022-01-25,1386348.0,5196.0,29137.0,15.0,1.34,0.0,24639942.0,0.1183,8.5,0.0,0.0,0.0,65.28,682
2022-01-26,1393887.0,7539.0,29162.0,25.0,1.29,51063.0,24691005.0,0.1222,8.2,0.0,0.0,0.0,65.28,683
2022-01-27,1402070.0,8183.0,29192.0,30.0,1.25,0.0,0.0,0.1213,8.2,174085175.0,104228089.0,80748105.0,65.28,684
2022-01-28,1410033.0,7963.0,29219.0,27.0,1.21,0.0,24822901.0,0.1228,8.1,0.0,0.0,0.0,65.28,685
2022-01-29,1417991.0,7958.0,29248.0,29.0,1.16,0.0,0.0,0.1213,8.2,0.0,0.0,0.0,65.28,686
2022-01-30,1425039.0,7048.0,29269.0,21.0,1.11,0.0,24957306.0,0.1184,8.4,0.0,0.0,0.0,65.28,687
2022-01-31,1430366.0,5327.0,29301.0,32.0,1.05,61077.0,25018383.0,0.1139,8.8,0.0,0.0,0.0,65.28,688
2022-02-01,1436413.0,6047.0,29330.0,29.0,1.0,0.0,0.0,0.1147,8.7,177483355.0,105575650.0,82554781.0,65.28,689
2022-02-02,1442263.0,5850.0,29372.0,42.0,0.96,0.0,25134775.0,0.109,9.2,178996974.0,106328291.0,83275083.0,65.28,690
2022-02-03,1448663.0,6400.0,29420.0,48.0,0.92,59786.0,25194561.0,0.1065,9.4,180661534.0,107277517.0,83946354.0,65.28,691
2022-02-04,1454800.0,6137.0,29448.0,28.0,0.88,64162.0,25258723.0,0.1027,9.7,182396048.0,108173867.0,84731497.0,65.28,692
2022-02-05,1459773.0,4973.0,29478.0,30.0,0.84,0.0,0.0,0.0987,10.1,0.0,0.0,0.0,65.28,693
2022-02-06,1463111.0,3338.0,29516.0,38.0,0.8,0.0,0.0,0.0927,10.8,185979557.0,110213721.0,86200581.0,65.28,694
2022-02-07,1465910.0,2799.0,29553.0,37.0,0.78,0.0,25422966.0,0.0879,11.4,187996736.0,111408710.0,87052879.0,65.28,695
2022-02-08,1470161.0,4251.0,29601.0,48.0,0.75,0.0,0.0,0.0842,11.9,190064703.0,112635918.0,87945007.0,65.28,696
2022-02-09,1474075.0,3914.0,29648.0,47.0,0.73,0.0,0.0,0.0802,12.5,192248104.0,113907970.0,88868554.0,65.28,697
2022-02-10,1477573.0,3498.0,29687.0,39.0,0.71,0.0,0.0,0.0739,13.5,194492475.0,115238268.0,89853639.0,65.28,698
2022-02-11,1480592.0,3019.0,29731.0,44.0,0.69,0.0,25639757.0,0.0677,14.8,0.0,0.0,0.0,65.28,699
2022-02-12,1483798.0,3206.0,29772.0,41.0,0.69,0.0,0.0,0.0633,15.8,0.0,0.0,0.0,65.28,700
2022-02-13,1486361.0,2563.0,29801.0,29.0,0.68,0.0,0.0,0.0615,16.2,200887927.0,119150808.0,92565125.0,65.28,701
2022-02-14,1488958.0,2597.0,29828.0,27.0,0.66,0.0,25799168.0,0.0613,16.3,203227145.0,120645745.0,93542689.0,65.28,702
2022-02-15,1491423.0,2465.0,29877.0,49.0,0.65,0.0,0.0,0.0573,17.4,0.0,0.0,0.0,65.28,703
2022-02-16,1494293.0,2870.0,29917.0,40.0,0.63,0.0,25896758.0,0.0553,18.1,205527345.0,122046024.0,94523444.0,65.28,704
2022-02-17,1496693.0,2400.0,29950.0,33.0,0.61,0.0,0.0,0.0529,18.9,0.0,0.0,0.0,65.28,705
2022-02-18,1498676.0,1983.0,29976.0,26.0,0.59,0.0,25997179.0,0.0506,19.8,0.0,0.0,0.0,65.28,706
2022-02-19,1500320.0,1644.0,30009.0,33.0,0.58,0.0,0.0,0.0471,21.2,0.0,0.0,0.0,65.28,707
2022-02-20,1501680.0,1360.0,30040.0,31.0,0.57,0.0,0.0,0.0445,22.5,0.0,0.0,0.0,65.28,708
2022-02-21,1502641.0,961.0,30053.0,13.0,0.55,0.0,26136422.0,0.0406,24.6,209438557.0,124309711.0,96218183.0,65.28,709
2022-02-22,1503873.0,1232.0,30096.0,43.0,0.55,38139.0,26174561.0,0.0381,26.2,0.0,0.0,0.0,54.17,710
2022-02-23,1505328.0,1455.0,30114.0,18.0,0.54,0.0,0.0,0.0345,29.0,0.0,0.0,0.0,54.17,711
2022-02-24,1506450.0,1122.0,30139.0,25.0,0.53,0.0,26258701.0,0.0313,31.9,0.0,0.0,0.0,0.0,712
2022-02-25,1507657.0,1207.0,30153.0,14.0,0.53,41142.0,26299843.0,0.0297,33.7,0.0,0.0,0.0,0.0,713
2022-02-26,1508504.0,847.0,30173.0,20.0,0.53,53625.0,26353468.0,0.0264,37.9,0.0,0.0,0.0,0.0,714
2022-02-27,1509360.0,856.0,30178.0,5.0,0.54,40127.0,26393595.0,0.0253,39.5,0.0,0.0,0.0,0.0,715
2022-02-28,1510221.0,861.0,30196.0,18.0,0.54,33357.0,26426952.0,0.0261,38.3,214661126.0,126722806.0,98809724.0,0.0,716
2022-03-01,1510986.0,765.0,30218.0,22.0,0.53,37566.0,26464518.0,0.0245,40.8,215117064.0,126951209.0,99049978.0,0.0,717
2022-03-02,1511754.0,768.0,30237.0,19.0,0.53,34296.0,26498814.0,0.0228,43.9,215539999.0,127117340.0,99292129.0,0.0,718
2022-03-03,1512707.0,953.0,30248.0,11.0,0.0,35281.0,26534095.0,0.0227,44.0,0.0,0.0,0.0,0.0,719
2022-03-04,1513503.0,796.0,30258.0,10.0,0.0,36678.0,26570773.0,0.0,0.0,0.0,0.0,0.0,0.0,720
2022-03-05,1514258.0,755.0,30265.0,7.0,0.0,0.0,0.0,0.0,0.0,216932641.0,127532069.0,100163961.0,0.0,721
